id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location
10000098,XX083246,06/11/2020 17:30,31XX N FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",False,True,312,6,18.0,52.0,26,1169789.0,1920316.0,2020,06/13/2020 17:30,41.89424386,-87.67948403,"(41.89424386, -87.67948403)"
10000099,FV824972,02/08/2017 14:58,68XX N COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1711,15,48.0,63.0,04B,1165556.0,1890543.0,2017,03/07/2017 14:58,41.84458091,-87.75230827,"(41.84458091, -87.75230827)"
10000100,GK077096,04/27/2020 17:22,83XX S PULASKI RD,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,True,True,711,6,17.0,12.0,07,1188991.0,1867145.0,2020,05/09/2020 17:22,41.70489531,-87.5438536,"(41.70489531, -87.5438536)"
10000101,RM323269,11/29/2018 15:13,77XX E BROADWAY,0312,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,False,True,2511,10,44.0,67.0,19,1192164.0,1879938.0,2018,12/14/2018 15:13,41.84345412,-87.60129336,"(41.84345412, -87.60129336)"
10000102,NV881012,08/20/2022 08:01,29XX W CHICAGO AVE,0750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,1111,17,19.0,34.0,26,1190800.0,1877453.0,2022,09/10/2022 08:01,41.86490711,-87.50157388,"(41.86490711, -87.50157388)"
10000103,BW124594,09/19/2018 13:37,49XX E DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,ALLEY,False,False,121,16,8.0,61.0,20,1194471.0,1890038.0,2018,09/29/2018 13:37,41.9732903,,"(41.9732903, -87.77863528)"
10000104,XT500728,07/15/2023 19:36,94XX E MICHIGAN AVE,0850,DECEPTIVE PRACTICE,FRAUD,SIDEWALK,False,False,311,6,32.0,12.0,06,1169165.0,1853018.0,2023,08/09/2023 19:36,41.81101804,-87.51040165,"(41.81101804, -87.51040165)"
10000105,DS736765,09/08/2021 16:27,28XX N COTTAGE GROVE AVE,0750,THEFT,THEFT $500 AND UNDER,,False,False,1511,25,9.0,44.0,04B,1170169.0,1868273.0,2021,10/07/2021 16:27,41.97442531,-87.52453838,"(41.97442531, -87.52453838)"
10000106,CC112527,11/14/2022 08:44,66XX N BROADWAY,0740,THEFT,THEFT OVER $500,STREET,False,False,1111,24,1.0,39.0,04A,1156858.0,1916452.0,2022,12/06/2022 08:44,41.77099314,,"(41.77099314, -87.6183097)"
10000107,WW364188,03/28/2016 20:42,7XX N COTTAGE GROVE AVE,0910,VANDALISM,CRIMINAL DAMAGE,,False,True,122,5,6.0,66.0,13,1199433.0,1873681.0,2016,04/13/2016 20:42,41.76676763,-87.73065191,"(41.76676763, -87.73065191)"
10000108,CX454676,03/07/2019 20:11,90XX N COTTAGE GROVE AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT / GARAGE(NON.RESID.),False,False,621,14,26.0,59.0,04B,1194306.0,1863342.0,2019,03/11/2019 20:11,41.8334735,-87.67347805,
10000109,VO906188,08/08/2022 16:47,83XX W ASHLAND AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1711,20,15.0,44.0,20,1162428.0,1877659.0,2022,08/27/2022 16:47,41.71857264,-87.60148602,"(41.71857264, -87.60148602)"
10000110,UZ685643,08/20/2017 06:28,71XX N HALSTED ST,0750,THEFT,THEFT $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,True,1511,20,29.0,12.0,16,1155132.0,1882987.0,2017,09/15/2017 06:28,41.839212,-87.6039881,"(41.839212, -87.6039881)"
10000111,EY347714,02/04/2016 19:14,14XX E PULASKI RD,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1911,11,23.0,38.0,12,1157022.0,1907348.0,2016,02/05/2016 19:14,41.70373343,-87.75075339,
10000112,ZX729941,04/04/2023 04:59,65XX W DIVISION ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,BAR OR TAVERN,False,False,411,20,31.0,66.0,09,1182876.0,1898492.0,2023,04/18/2023 04:59,41.93457325,-87.76893381,"(41.93457325, -87.76893381)"
10000113,WK013002,12/31/2021 19:43,91XX W BROADWAY,1310,NARCOTICS,POSS: COCAINE,RETAIL STORE,True,False,1611,25,9.0,23.0,20,1178114.0,1896624.0,2021,01/12/2022 19:43,41.90310582,-87.57176749,"(41.90310582, -87.57176749)"
10000114,AG678897,01/28/2020 07:55,54XX E STATE ST,0312,ROBBERY,ARMED: HANDGUN,COMMERCIAL / BUSINESS OFFICE,True,False,1011,19,15.0,72.0,11,1183224.0,1924118.0,2020,02/19/2020 07:55,41.92964653,-87.7137084,"(41.92964653, -87.7137084)"
10000115,PU683750,02/04/2017 22:47,6XX S MADISON ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,BAR OR TAVERN,True,False,1121,4,25.0,6.0,04B,1150282.0,1887306.0,2017,02/21/2017 22:47,41.73827865,-87.54619574,"(41.73827865, -87.54619574)"
10000116,GQ920837,06/25/2017 21:42,86XX E GRAND AVE,1310,NARCOTICS,POSS: COCAINE,RESTAURANT,False,False,511,11,24.0,38.0,04A,1187606.0,1901944.0,2017,07/06/2017 21:42,41.83245716,-87.6315996,"(41.83245716, -87.6315996)"
10000117,FV874806,06/29/2015 12:41,88XX W WESTERN AVE,0560,ASSAULT,SIMPLE,,True,False,212,11,33.0,11.0,06,1153273.0,1903626.0,2015,07/06/2015 12:41,41.85139245,-87.79780082,"(41.85139245, -87.79780082)"
10000118,YC730743,11/25/2017 14:28,90XX N CHICAGO AVE,0850,DECEPTIVE PRACTICE,FRAUD,CONVENIENCE STORE,False,True,112,14,28.0,41.0,02,1153161.0,1909676.0,2017,12/16/2017 14:28,41.69176968,-87.5839143,"(41.69176968, -87.5839143)"
10000119,FX811621,05/05/2018 18:58,40XX S CHICAGO AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1911,24,24.0,2.0,03,1169704.0,1893802.0,2018,05/31/2018 18:58,41.70253194,-87.62818442,"(41.70253194, -87.62818442)"
10000120,OJ340227,10/03/2015 11:12,43XX E ASHLAND AVE,1310,NARCOTICS,POSS: COCAINE,GROCERY FOOD STORE,True,False,911,20,32.0,43.0,13,1195005.0,1875422.0,2015,10/27/2015 11:12,41.72001352,-87.61414527,"(41.72001352, -87.61414527)"
10000121,XO594732,12/20/2016 18:05,75XX W PULASKI RD,0850,DECEPTIVE PRACTICE,FRAUD,RETAIL STORE,True,False,412,9,9.0,69.0,01A,1150931.0,1890574.0,2016,01/16/2017 18:05,,-87.77738001,"(41.71293871, -87.77738001)"
10000122,BJ029344,11/20/2021 18:48,29XX W CICERO AVE,0750,THEFT,THEFT $500 AND UNDER,,False,False,411,5,29.0,21.0,02,1186600.0,1925134.0,2021,12/07/2021 18:48,41.95165855,-87.75614028,"(41.95165855, -87.75614028)"
10000123,LF521168,02/07/2021 17:24,62XX N ASHLAND AVE,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,122,14,24.0,76.0,14,1167644.0,1919417.0,2021,02/28/2021 17:24,41.96217273,-87.64508847,"(41.96217273, -87.64508847)"
10000124,YF644241,04/02/2015 10:08,73XX N BROADWAY,0510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,True,False,1611,20,11.0,18.0,18,1159001.0,1926659.0,2015,04/21/2015 10:08,41.7067736,-87.72252211,"(41.7067736, -87.72252211)"
10000125,MD688765,03/30/2019 13:06,65XX N HALSTED ST,0730,THEFT,SHOPLIFTING,STREET,False,False,1111,7,34.0,65.0,16,1179990.0,1920220.0,2019,03/31/2019 13:06,41.74322666,-87.52951753,"(41.74322666, -87.52951753)"
10000126,NJ284145,07/17/2023 20:36,91XX N WESTERN AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,False,False,1411,15,9.0,33.0,01A,1177186.0,1870624.0,2023,07/21/2023 20:36,41.71514527,-87.6205123,"(41.71514527, -87.6205123)"
10000127,FK356719,05/30/2020 09:35,90XX S WESTERN AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,,False,False,2011,17,17.0,40.0,13,1182964.0,1909825.0,2020,06/17/2020 09:35,41.91073473,-87.54350032,"(41.91073473, -87.54350032)"
10000128,FU566636,06/04/2015 19:59,2XX S BROADWAY,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESIDENCE,False,True,711,22,42.0,67.0,13,1191011.0,1901223.0,2015,06/17/2015 19:59,41.86924177,-87.51628524,"(41.86924177, -87.51628524)"
10000129,ON315257,10/09/2015 22:35,23XX W WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,CTA BUS,False,False,911,19,38.0,45.0,08A,1196485.0,1895992.0,2015,10/19/2015 22:35,41.87190902,-87.74164244,"(41.87190902, -87.74164244)"
10000130,KT351325,07/31/2021 21:30,32XX E HALSTED ST,0740,THEFT,THEFT OVER $500,VEHICLE NON-COMMERCIAL,False,False,521,9,5.0,49.0,08A,1175825.0,1850777.0,2021,08/04/2021 21:30,41.78471921,-87.51336629,"(41.78471921, -87.51336629)"
10000131,ZX225074,12/08/2021 13:49,36XX W COTTAGE GROVE AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,BAR OR TAVERN,True,False,2511,4,6.0,64.0,17,1168559.0,1875233.0,2021,12/12/2021 13:49,41.97739793,-87.54559682,"(41.97739793, -87.54559682)"
10000132,FS382115,02/04/2015 01:13,24XX W DIVISION ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,912,20,7.0,42.0,10,1173567.0,1899046.0,2015,02/17/2015 01:13,41.85456902,-87.72885825,"(41.85456902, -87.72885825)"
10000133,VM643359,04/21/2020 20:11,21XX N PULASKI RD,0750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,1811,17,9.0,67.0,26,1178391.0,1881872.0,2020,05/05/2020 20:11,41.78001025,-87.63135846,"(41.78001025, -87.63135846)"
10000134,CI367638,10/02/2023 11:20,54XX W HALSTED ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,GROCERY FOOD STORE,False,False,211,18,32.0,58.0,09,1158378.0,1914617.0,2023,10/24/2023 11:20,41.87951366,-87.7565455,"(41.87951366, -87.7565455)"
10000135,CY327415,10/27/2017 22:44,14XX E ASHLAND AVE,0750,THEFT,THEFT $500 AND UNDER,STREET,True,True,1022,3,14.0,22.0,03,1151318.0,1881761.0,2017,11/20/2017 22:44,41.95360729,-87.63546988,"(41.95360729, -87.63546988)"
10000136,LJ230883,12/28/2019 08:44,62XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1221,6,38.0,77.0,10,1181976.0,1874772.0,2019,01/15/2020 08:44,41.85919535,-87.64296206,"(41.85919535, -87.64296206)"
10000137,QN210114,12/08/2023 00:23,31XX E BROADWAY,0910,VANDALISM,CRIMINAL DAMAGE,OTHER,True,False,1022,15,36.0,56.0,19,1161029.0,1856336.0,2023,12/15/2023 00:23,,-87.55147194,"(41.88379724, -87.55147194)"
10000138,BU041888,05/27/2016 19:46,43XX N ASHLAND AVE,0740,THEFT,THEFT OVER $500,"SCHOOL, PUBLIC, BUILDING",False,False,111,8,6.0,20.0,02,1199898.0,1887094.0,2016,05/28/2016 19:46,41.78347301,-87.56016129,"(41.78347301, -87.56016129)"
10000139,ZG407532,06/20/2022 23:30,47XX N PULASKI RD,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,COMMERCIAL / BUSINESS OFFICE,False,True,321,25,20.0,42.0,06,1162665.0,1901081.0,2022,07/03/2022 23:30,41.97122628,-87.64372212,"(41.97122628, -87.64372212)"
10000140,RJ184426,12/08/2021 12:48,57XX S MICHIGAN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,ALLEY,False,False,312,2,4.0,46.0,10,1199083.0,1913084.0,2021,12/29/2021 12:48,41.72774824,-87.73019761,"(41.72774824, -87.73019761)"
10000141,RO354563,12/15/2020 08:18,31XX E HALSTED ST,0750,THEFT,THEFT $500 AND UNDER,SIDEWALK,True,False,1221,9,35.0,47.0,18,1150935.0,1918546.0,2020,01/11/2021 08:18,41.80371307,-87.74433971,"(41.80371307, -87.74433971)"
10000142,MQ378870,02/23/2017 07:36,84XX W HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,False,False,1711,14,43.0,63.0,06,1185892.0,1851046.0,2017,03/16/2017 07:36,41.70472569,-87.73378316,"(41.70472569, -87.73378316)"
10000143,EE431943,12/17/2020 13:12,86XX W WESTERN AVE,0750,THEFT,THEFT $500 AND UNDER,GAS STATION,False,False,411,25,16.0,73.0,26,1178828.0,1903959.0,2020,01/03/2021 13:12,41.91383251,-87.57011497,"(41.91383251, -87.57011497)"
10000144,FI798955,03/17/2019 19:59,1XX E CICERO AVE,0750,THEFT,THEFT $500 AND UNDER,SIDEWALK,False,True,1211,9,24.0,58.0,08B,1150815.0,1860806.0,2019,04/10/2019 19:59,41.70039887,-87.71465535,"(41.70039887, -87.71465535)"
10000145,TO007384,01/12/2016 17:36,77XX E STATE ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",False,True,811,7,47.0,10.0,04A,1184479.0,1896098.0,2016,02/11/2016 17:36,41.74187075,-87.55228843,"(41.74187075, -87.55228843)"
10000146,DI475234,07/31/2018 16:09,56XX E NORTH AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),True,False,312,18,45.0,29.0,07,1179756.0,1890378.0,2018,08/11/2018 16:09,41.80786481,-87.66631513,"(41.80786481, -87.66631513)"
10000147,QL926170,09/19/2017 06:49,22XX E GRAND AVE,0610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",True,False,211,11,44.0,74.0,08B,1167226.0,1902432.0,2017,10/03/2017 06:49,,-87.74285308,"(41.79958029, -87.74285308)"
10000148,PR012760,01/18/2020 15:21,86XX N NORTH AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,True,True,1811,19,14.0,27.0,26,1186496.0,1861307.0,2020,01/25/2020 15:21,41.7675974,-87.6550921,"(41.7675974, -87.6550921)"
10000149,MT063399,04/13/2022 13:24,68XX E MADISON ST,0750,THEFT,THEFT $500 AND UNDER,STREET,False,False,2411,4,21.0,63.0,07,1196317.0,1851719.0,2022,04/30/2022 13:24,,-87.66260412,"(41.84019525, -87.66260412)"
10000150,OF158837,09/13/2016 13:25,78XX E GRAND AVE,0850,DECEPTIVE PRACTICE,FRAUD,PARKING LOT / GARAGE(NON.RESID.),False,False,1711,5,6.0,49.0,08B,1162018.0,1862219.0,2016,10/05/2016 13:25,41.87765738,-87.73177161,"(41.87765738, -87.73177161)"
10000151,DA966652,12/23/2020 22:07,20XX S WESTERN AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,,False,False,811,11,10.0,4.0,08A,1196688.0,1921530.0,2020,12/29/2020 22:07,41.81337553,-87.66709865,"(41.81337553, -87.66709865)"
10000152,WM342407,05/07/2019 15:08,9XX S GRAND AVE,0460,BATTERY,SIMPLE,GAS STATION,False,True,1111,7,15.0,5.0,06,1187118.0,1929059.0,2019,05/13/2019 15:08,41.77095761,-87.67608679,"(41.77095761, -87.67608679)"
10000153,UH129694,03/23/2016 15:52,57XX W BROADWAY,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1811,2,16.0,67.0,08B,1181532.0,1853943.0,2016,04/21/2016 15:52,41.85731028,-87.645162,"(41.85731028, -87.645162)"
10000154,NJ759337,01/21/2020 02:29,58XX E HALSTED ST,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,COMMERCIAL / BUSINESS OFFICE,False,False,612,7,30.0,12.0,26,1186663.0,1857295.0,2020,02/09/2020 02:29,41.90344092,-87.75080179,"(41.90344092, -87.75080179)"
10000155,FR446082,03/10/2023 19:28,78XX W CICERO AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,False,True,311,24,12.0,16.0,01A,1174881.0,1889891.0,2023,03/20/2023 19:28,41.91961874,-87.79633767,"(41.91961874, -87.79633767)"
10000156,CH330452,05/07/2018 12:05,96XX E STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,False,False,321,4,27.0,23.0,13,1189365.0,1864193.0,2018,05/09/2018 12:05,41.89745409,-87.6215093,"(41.89745409, -87.6215093)"
10000157,VW221147,12/06/2020 23:30,64XX W FULLERTON AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,False,False,1121,22,46.0,37.0,17,1167692.0,1860377.0,2020,12/30/2020 23:30,41.84761737,-87.5014927,
10000158,VX440114,04/04/2017 18:16,23XX S MADISON ST,0510,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,False,False,1611,3,20.0,39.0,01A,1169802.0,1895513.0,2017,04/30/2017 18:16,41.72415103,-87.70001513,"(41.72415103, -87.70001513)"
10000159,PW773044,03/24/2021 16:13,78XX W COTTAGE GROVE AVE,0910,VANDALISM,CRIMINAL DAMAGE,CTA BUS,False,False,122,25,22.0,46.0,17,1181325.0,1917392.0,2021,04/12/2021 16:13,41.69935195,-87.50491437,"(41.69935195, -87.50491437)"
10000160,SL750965,01/15/2016 14:01,67XX S PULASKI RD,0740,THEFT,THEFT OVER $500,CTA BUS,False,False,412,17,33.0,20.0,04A,1166366.0,1911558.0,2016,02/10/2016 14:01,,-87.70689239,"(41.95216373, -87.70689239)"
10000161,HY851385,05/09/2017 12:12,27XX E MADISON ST,0312,ROBBERY,ARMED: HANDGUN,APARTMENT,False,False,1211,9,35.0,41.0,04A,1197914.0,1894770.0,2017,05/19/2017 12:12,41.7372488,-87.76566188,"(41.7372488, -87.76566188)"
10000162,VX446742,08/24/2021 18:44,73XX S HALSTED ST,0312,ROBBERY,ARMED: HANDGUN,OTHER,True,False,712,16,40.0,46.0,13,1153927.0,1923822.0,2021,09/16/2021 18:44,41.91752076,-87.55721005,"(41.91752076, -87.55721005)"
10000163,NK465933,06/19/2020 02:30,42XX N BROADWAY,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,321,12,31.0,60.0,04A,1170284.0,1907141.0,2020,06/23/2020 02:30,41.86240348,-87.6476151,"(41.86240348, -87.6476151)"
10000164,MR088960,04/17/2023 22:36,88XX W MADISON ST,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,2411,17,8.0,76.0,04A,1197794.0,1855568.0,2023,05/14/2023 22:36,41.93660692,-87.7471478,"(41.93660692, -87.7471478)"
10000165,CH045674,11/28/2023 21:19,7XX N CHICAGO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,False,False,211,15,46.0,45.0,16,1192625.0,1854992.0,2023,12/28/2023 21:19,41.84312716,-87.54570898,"(41.84312716, -87.54570898)"
10000166,LL832404,07/07/2022 08:00,78XX W COTTAGE GROVE AVE,0750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,1511,24,2.0,19.0,26,1190297.0,1918812.0,2022,07/10/2022 08:00,41.73073272,-87.75883392,"(41.73073272, -87.75883392)"
10000167,XN049533,07/04/2021 15:44,10XX E STATE ST,0560,ASSAULT,SIMPLE,RETAIL STORE,False,True,621,5,47.0,68.0,20,1173622.0,1909334.0,2021,07/07/2021 15:44,41.95697464,-87.77346609,"(41.95697464, -87.77346609)"
10000168,AC151482,04/22/2020 17:36,36XX E CLARK ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,True,True,711,25,19.0,4.0,18,1189188.0,1870164.0,2020,04/24/2020 17:36,41.7280464,-87.77694132,"(41.7280464, -87.77694132)"
10000169,HT753741,07/24/2020 19:26,60XX W FULLERTON AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,321,14,16.0,57.0,05,1187774.0,1859279.0,2020,08/18/2020 19:26,41.79352272,-87.60732167,"(41.79352272, -87.60732167)"
10000170,RZ300045,12/16/2020 18:54,94XX S MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,GROCERY FOOD STORE,True,False,812,22,42.0,35.0,07,1173055.0,,2020,12/30/2020 18:54,41.76660318,-87.62474695,"(41.76660318, -87.62474695)"
10000171,MY692497,06/07/2017 22:40,24XX E BROADWAY,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,ALLEY,False,True,1011,4,6.0,17.0,26,1198358.0,1921680.0,2017,06/11/2017 22:40,41.95996916,-87.63017936,"(41.95996916, -87.63017936)"
10000172,AB770460,12/29/2016 14:31,92XX E WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,,False,True,411,7,40.0,51.0,13,1180698.0,1858499.0,2016,01/28/2017 14:31,,-87.67062393,"(41.85218965, -87.67062393)"
10000173,BZ638387,05/12/2020 14:54,88XX E NORTH AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,False,False,111,3,35.0,29.0,09,1176765.0,1929328.0,2020,06/05/2020 14:54,41.92394897,-87.7636389,"(41.92394897, -87.7636389)"
10000174,ZA337426,01/11/2019 15:56,40XX W GRAND AVE,0312,ROBBERY,ARMED: HANDGUN,HOSPITAL BUILDING/GROUNDS,True,True,311,16,48.0,25.0,19,1169438.0,1913419.0,2019,02/01/2019 15:56,41.98891507,-87.72845446,"(41.98891507, -87.72845446)"
10000175,BF387416,12/07/2021 04:44,15XX W CICERO AVE,0560,ASSAULT,SIMPLE,GAS STATION,False,False,121,5,1.0,23.0,04A,1191767.0,1855116.0,2021,12/28/2021 04:44,41.71918767,-87.61663223,"(41.71918767, -87.61663223)"
10000176,EC684876,08/28/2019 09:23,11XX N MICHIGAN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,True,True,2211,6,29.0,32.0,14,1188883.0,1851250.0,2019,09/15/2019 09:23,41.94421001,-87.61626755,"(41.94421001, -87.61626755)"
10000177,UR217694,12/27/2015 17:50,65XX S GRAND AVE,0740,THEFT,THEFT OVER $500,STREET,False,True,1911,12,27.0,1.0,16,1168095.0,1910890.0,2015,01/06/2016 17:50,41.84905971,-87.77129484,"(41.84905971, -87.77129484)"
10000178,IC783244,03/03/2016 19:59,42XX S WESTERN AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,PARKING LOT / GARAGE(NON.RESID.),False,True,1511,6,11.0,4.0,20,1178988.0,1883525.0,2016,03/21/2016 19:59,41.76058995,-87.66655373,"(41.76058995, -87.66655373)"
10000179,CW495827,01/09/2018 10:08,82XX S CICERO AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,311,20,4.0,36.0,05,1160992.0,1873612.0,2018,01/11/2018 10:08,41.81546715,-87.57189813,"(41.81546715, -87.57189813)"
10000180,DH604378,09/08/2019 23:02,89XX W PULASKI RD,0750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,1711,18,3.0,55.0,01A,1174764.0,1856647.0,2019,09/24/2019 23:02,41.89899605,-87.77060024,"(41.89899605, -87.77060024)"
10000181,NX303403,11/23/2022 18:55,11XX E STATE ST,0460,BATTERY,SIMPLE,RESIDENCE,True,False,1711,3,25.0,43.0,20,1177121.0,1913558.0,2022,12/14/2022 18:55,41.77093681,-87.51617135,"(41.77093681, -87.51617135)"
10000182,QU989084,06/09/2023 17:44,61XX E GRAND AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,ALLEY,False,False,621,8,21.0,46.0,04A,1172620.0,1890116.0,2023,06/16/2023 17:44,41.706338,-87.68815587,"(41.706338, -87.68815587)"
10000183,PR746554,11/02/2020 22:01,67XX E DIVISION ST,0850,DECEPTIVE PRACTICE,FRAUD,RETAIL STORE,False,False,311,15,44.0,70.0,07,1159453.0,1851762.0,2020,11/12/2020 22:01,41.91131277,-87.79355531,"(41.91131277, -87.79355531)"
10000184,LJ276914,02/11/2020 22:39,6XX E ASHLAND AVE,0750,THEFT,THEFT $500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,False,711,6,46.0,69.0,04A,1189722.0,1862900.0,2020,03/12/2020 22:39,41.90243335,-87.52858666,"(41.90243335, -87.52858666)"
10000185,XD534840,01/18/2015 23:34,44XX N FULLERTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,VEHICLE NON-COMMERCIAL,False,False,1411,11,42.0,38.0,13,1183344.0,1913966.0,2015,02/04/2015 23:34,,-87.50178028,"(41.9162485, -87.50178028)"
10000186,HJ980749,07/13/2022 22:32,50XX E MICHIGAN AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RETAIL STORE,False,False,2411,7,32.0,41.0,10,1157397.0,1918304.0,2022,07/26/2022 22:32,41.96253409,-87.69168054,"(41.96253409, -87.69168054)"
10000187,EJ508835,08/11/2016 10:30,73XX S PULASKI RD,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,True,2211,18,22.0,9.0,26,1170725.0,1894465.0,2016,09/08/2016 10:30,41.81283819,-87.52567685,"(41.81283819, -87.52567685)"
10000188,JT025146,03/24/2018 14:31,34XX W WESTERN AVE,0620,BURGLARY,UNLAWFUL ENTRY,STREET,False,False,221,24,16.0,4.0,12,1168087.0,1888438.0,2018,04/23/2018 14:31,41.9811876,-87.6203326,"(41.9811876, -87.6203326)"
10000189,AN343911,10/05/2020 09:40,13XX E ASHLAND AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,False,False,1811,4,39.0,22.0,10,1163572.0,1905837.0,2020,10/11/2020 09:40,41.94349847,-87.56003684,"(41.94349847, -87.56003684)"
10000190,TD166329,04/11/2016 14:58,23XX E MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1411,4,9.0,3.0,09,1199379.0,1891849.0,2016,04/14/2016 14:58,41.73170419,-87.66741863,"(41.73170419, -87.66741863)"
10000191,VY931572,08/31/2015 15:58,4XX N ASHLAND AVE,0850,DECEPTIVE PRACTICE,FRAUD,SIDEWALK,False,False,111,2,5.0,39.0,10,1195058.0,1864782.0,2015,09/09/2015 15:58,41.96602942,-87.73837964,"(41.96602942, -87.73837964)"
10000192,CZ111775,01/18/2015 23:06,28XX S DIVISION ST,0850,DECEPTIVE PRACTICE,FRAUD,,False,False,912,7,33.0,61.0,12,1191737.0,1928504.0,2015,02/17/2015 23:06,41.89205771,-87.76780265,"(41.89205771, -87.76780265)"
10000193,KP199093,03/18/2021 14:54,16XX S NORTH AVE,0312,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,True,False,912,7,5.0,61.0,03,1171902.0,1902683.0,2021,04/01/2021 14:54,41.83749451,-87.76844843,"(41.83749451, -87.76844843)"
10000194,VM016336,11/08/2023 20:25,4XX N STATE ST,0750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,1511,17,43.0,52.0,04B,1174467.0,1868465.0,2023,11/20/2023 20:25,41.82639042,-87.76334298,"(41.82639042, -87.76334298)"
10000195,LI375455,01/23/2021 16:48,91XX S FULLERTON AVE,0750,THEFT,THEFT $500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,False,1211,15,8.0,50.0,08B,1177833.0,1918828.0,2021,01/25/2021 16:48,41.82789687,-87.79014206,"(41.82789687, -87.79014206)"
